parent_name,parent_smiles,child_name,child_smiles,source,fps
4-Hydroxy-6-methylcoumarin,Cc1ccc2oc(=O)cc(O)c2c1,"6-methylcoumarin, 4-O-glucuronide",Cc1ccc2oc(=O)cc(O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)c2c1,MetXBioDB,[0 0 0 ... 0 0 0]
6-Hydroxy-7-methoxyl-4-phenylcoumarin,COc1cc2oc(=O)cc(-c3ccccc3)c2cc1O,"7-methoxyl-4-phenylcoumarin, 6-O-glucuronide",COc1cc2oc(=O)cc(-c3ccccc3)c2cc1O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O,MetXBioDB,[0 0 0 ... 0 0 0]
8-Hydroxywarfarin,CC(=O)CC(c1ccccc1)c1c(O)c2cccc(O)c2oc1=O,Warfarin 8-O-glucuronide,CC(=O)CC(c1ccccc1)c1c(O)c2cccc(O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)c2oc1=O,MetXBioDB,[0 1 0 ... 0 0 0]
7-Hydroxywarfarin,CC(=O)C[C@@H](c1ccccc1)c1c(O)c2ccc(O)cc2oc1=O,Warfarin 7-O-glucuronide,CC(=O)C[C@@H](c1ccccc1)c1c(O)c2ccc(O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)cc2oc1=O,MetXBioDB,[0 1 0 ... 0 0 0]
6-Hydroxywarfarin,CC(=O)C[C@@H](c1ccccc1)c1c(O)c2cc(O)ccc2oc1=O,Warfarin 6-O-glucuronide,CC(=O)C[C@@H](c1ccccc1)c1c(O)c2cc(O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)ccc2oc1=O,MetXBioDB,[0 1 0 ... 0 0 0]
Scopoletin,COc1cc2ccc(=O)oc2cc1O,Scopoletin OH-glucuronide,COc1cc2ccc(=O)oc2cc1O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O,MetXBioDB,[0 0 0 ... 0 0 0]
Curcumin,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,Curcumin 4-O-glucuronide,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)c(OC)c2)ccc1O,MetXBioDB,[0 0 0 ... 0 0 0]
Demethoxycurcumin,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)cc2)ccc1O,Demethoxycurcumin O-glucuronide,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)cc2)ccc1O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O,MetXBioDB,[0 0 0 ... 0 0 0]
Bisdemethoxycurcumin,O=C(/C=C/c1ccc(O)cc1)CC(=O)/C=C/c1ccc(O)cc1,"Bisdemethoxycurcumin, 4-O-glucuronide",O=C(/C=C/c1ccc(O)cc1)CC(=O)/C=C/c1ccc(O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)cc1,MetXBioDB,[0 0 0 ... 0 0 0]
Emodin,Cc1cc(O)c2c(c1)C(=O)c1cc(O)cc(O)c1C2=O,Emodin 3-OH-glucuronide,Cc1cc(O)c2c(c1)C(=O)c1cc(O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c1C2=O,MetXBioDB,[0 0 0 ... 0 0 0]
Endoxifen,CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCNC)cc1)c1ccccc1,Endoxifen O-glucuronide,CC/C(=C(/c1ccc(OCCNC)cc1)c1ccc(O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)cc1)c1ccccc1,MetXBioDB,[0 0 1 ... 0 0 0]
Enterolactone,O=C1OC[C@H](Cc2cccc(O)c2)[C@H]1Cc1cccc(O)c1,Enterolactone O-glucuronide,O=C(O)[C@H]1O[C@@H](Oc2cccc(C[C@H]3COC(=O)[C@@H]3Cc3cccc(O)c3)c2)[C@H](O)[C@@H](O)[C@@H]1O,MetXBioDB,[0 0 0 ... 0 0 0]
1-Naphthol,Oc1cccc2ccccc12,1-Naphthyl glucuronide,O=C(O)[C@H]1O[C@@H](Oc2cccc3ccccc23)[C@H](O)[C@@H](O)[C@@H]1O,MetXBioDB,[0 0 0 ... 0 0 0]
Raloxifene,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,Raloxifene 6-O-glucuronide,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)ccc12,MetXBioDB,[0 0 1 ... 0 0 0]
Tyrphostin B42,N#C/C(=C\c1ccc(O)c(O)c1)C(O)=NCc1ccccc1,"Tyrphostin B42, 3-O-glucuronide",N#C/C(=C\c1ccc(O)c(O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)c1)C(O)=NCc1ccccc1,MetXBioDB,[0 0 0 ... 0 0 0]
Tyrphostin B42,N#C/C(=C\c1ccc(O)c(O)c1)C(O)=NCc1ccccc1,"Tyrphostin B42, 4-O-glucuronide",N#C/C(=C\c1ccc(O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)c(O)c1)C(O)=NCc1ccccc1,MetXBioDB,[0 0 0 ... 0 0 0]
7-Hydroxyflavanone,O=C1CC(c2ccccc2)Oc2cc(O)ccc21,Flavanone 7-O-glucuronide,O=C1CC(c2ccccc2)Oc2cc(O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)ccc21,MetXBioDB,[0 1 0 ... 0 0 0]
4p-Hydroxy-3-methoxyflavanone,COC1C(=O)c2ccccc2OC1c1ccc(O)cc1,3-methoxyflavanone 4p-O-glucuronide,COC1C(=O)c2ccccc2OC1c1ccc(O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)cc1,MetXBioDB,[0 0 0 ... 0 0 0]
Hesperetin,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc1O,Hesperetin 7-O-glucuronide,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]4O)cc3O2)cc1O,MetXBioDB,[0 1 0 ... 0 0 0]
Hesperetin,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc1O,Hesperetin 3p-O-glucuronide,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc1O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O,MetXBioDB,[0 1 0 ... 0 0 0]
Narigenin,O=C1CC(c2ccc(O)cc2)Oc2cc(O)cc(O)c21,Narigenin 7-O-glucuronide,O=C1CC(c2ccc(O)cc2)Oc2cc(O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c21,MetXBioDB,[0 1 0 ... 0 0 0]
2p-Hydroxyflavone,O=c1cc(-c2ccccc2O)oc2ccccc12,Flavone 2p-O-glucuronide,O=C(O)[C@H]1O[C@@H](Oc2ccccc2-c2cc(=O)c3ccccc3o2)[C@H](O)[C@@H](O)[C@@H]1O,MetXBioDB,[0 0 0 ... 0 0 0]
"3,4p-Dimethoxy-5,7,3p-trihydroxyflavone",COc1ccc(-c2oc3cc(O)cc(O)c3c(=O)c2OC)cc1O,"3,4p-Dimethoxy-5,3p-dihydroxyflavone, 7-O-glucuronide",COc1ccc(-c2oc3cc(O[C@@H]4O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]4O)cc(O)c3c(=O)c2OC)cc1O,MetXBioDB,[0 0 0 ... 0 0 0]
"3p-Benzyloxy-5,7-dihydroxy-3,4p-dimethoxyflavone",COc1ccc(-c2oc3cc(O)cc(O)c3c(=O)c2OC)cc1OCc1ccccc1,"3p-Benzyloxy-5-hydroxy-3,4p-dimethoxyflavone, 7-O-glucuronide",COc1ccc(-c2oc3cc(O[C@@H]4O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]4O)cc(O)c3c(=O)c2OC)cc1OCc1ccccc1,MetXBioDB,[0 0 0 ... 0 0 0]
3p-Hydroxyflavone,O=c1cc(-c2cccc(O)c2)oc2ccccc12,Flavone 3p-O-glucuronide,O=C(O)[C@H]1O[C@@H](Oc2cccc(-c3cc(=O)c4ccccc4o3)c2)[C@H](O)[C@@H](O)[C@@H]1O,MetXBioDB,[0 0 0 ... 0 0 0]
4p-Hydroxyflavone,O=c1cc(-c2ccc(O)cc2)oc2ccccc12,Flavone 4p-O-glucuronide,O=C(O)[C@H]1O[C@@H](Oc2ccc(-c3cc(=O)c4ccccc4o3)cc2)[C@H](O)[C@@H](O)[C@@H]1O,MetXBioDB,[0 0 0 ... 0 0 0]
"5,7-Dihydroxy-3p,4p,5p-trimethoxyflavone",COc1cc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc(OC)c1OC,"5-Hydroxy-3p,4p,5p-trimethoxyflavone, 7-O-glucuronide",COc1cc(-c2cc(=O)c3c(O)cc(O[C@@H]4O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]4O)cc3o2)cc(OC)c1OC,MetXBioDB,[0 0 0 ... 0 0 0]
N2-OH-PhIP,Cn1c(NO)nc2ncc(-c3ccccc3)cc21,N2-OH-PhIP-N2-glucuronide,Cn1c(NO[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)nc2ncc(-c3ccccc3)cc21,MetXBioDB,[0 0 0 ... 0 0 0]
4'-OH-PhIP,Cn1c(=N)[nH]c2ncc(-c3ccc(O)cc3)cc21,PhIP 4'-O-glucuronide,Cn1c(=N)[nH]c2ncc(-c3ccc(O[C@@H]4O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]4O)cc3)cc21,MetXBioDB,[0 0 0 ... 0 0 0]
2-hydroxyestradiol,C[C@]12CC[C@@H]3c4cc(O)c(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,Estradiol 2-O-glucuronide,C[C@]12CC[C@@H]3c4cc(O[C@@H]5O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]5O)c(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,MetXBioDB,[0 0 0 ... 0 0 0]
2-hydroxyestrone,C[C@]12CC[C@@H]3c4cc(O)c(O)cc4CC[C@H]3[C@@H]1CCC2=O,Estrone 2-O-glucuronide,C[C@]12CC[C@@H]3c4cc(O[C@@H]5O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]5O)c(O)cc4CC[C@H]3[C@@H]1CCC2=O,MetXBioDB,[0 0 0 ... 0 0 0]
4-hydroxyestrone,C[C@]12CC[C@@H]3c4ccc(O)c(O)c4CC[C@H]3[C@@H]1CCC2=O,Estrone 4-O-glucuronide,C[C@]12CC[C@@H]3c4ccc(O)c(O[C@@H]5O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]5O)c4CC[C@H]3[C@@H]1CCC2=O,MetXBioDB,[0 0 0 ... 0 0 0]
"dibenzo[a,l]pyrene-11,12- diol",Oc1ccc2c(cc3ccc4cccc5c6ccccc6c2c3c45)c1O,"dibenzo[a,l]pyrene-11-ol, 12-O-glucuronide",O=C(O)[C@H]1O[C@@H](Oc2ccc3c(cc4ccc5cccc6c7ccccc7c3c4c56)c2O)[C@H](O)[C@@H](O)[C@@H]1O,MetXBioDB,[0 0 0 ... 0 0 0]
"dibenzo[a,l]pyrene-11,12- diol",Oc1ccc2c(cc3ccc4cccc5c6ccccc6c2c3c45)c1O,"dibenzo[a,l]pyrene-12-ol, 11-O-glucuronide",O=C(O)[C@H]1O[C@@H](Oc2c(O)ccc3c2cc2ccc4cccc5c6ccccc6c3c2c45)[C@H](O)[C@@H](O)[C@@H]1O,MetXBioDB,[0 0 0 ... 0 0 0]
17-beta-estradiol,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,17-beta-Estradiol glucuronide,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2OC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O,MetXBioDB,[0 0 0 ... 0 0 0]
4-hydroxytamoxifen,CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,Tamoxifen 4-O-glucuronide,CC/C(=C(/c1ccc(OCCN(C)C)cc1)c1ccc(O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)cc1)c1ccccc1,MetXBioDB,[0 0 1 ... 0 0 0]
tamoxifen,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,Tamoxifen N-glucuronide,CC/C(=C(\c1ccccc1)c1ccc(OCC[N+](C)(C)C2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)cc1)c1ccccc1,MetXBioDB,[0 0 1 ... 0 0 0]
3-Phenoxybenozoic acid,O=C(O)c1cccc(Oc2ccccc2)c1,3-Phenoxybenzoic acid glucuronide,O=C(O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)c1cccc(Oc2ccccc2)c1,MetXBioDB,[0 0 0 ... 0 0 0]
Dopamine,NCCc1ccc(O)c(O)c1,Dopamine 4- D-Glucuronide,NCCc1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)c(O)c1,MetXBioDB,[0 0 0 ... 0 0 0]
Gavestinel,O=C(O)c1[nH]c2cc(Cl)cc(Cl)c2c1/C=C/C(O)=Nc1ccccc1,gavestinel 4-O-acyl glucuronide,O=C(OC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)c1[nH]c2cc(Cl)cc(Cl)c2c1/C=C/C(O)=Nc1ccccc1,MetXBioDB,[0 0 0 ... 0 0 0]
3-hydroxyguanfacine,N=C(N)N=C(O)Cc1c(Cl)c(O)cc(O)c1Cl,3-hydroxyguanfacine glucuronide,N=C(N)N=C(O)Cc1c(Cl)c(O)cc(OC2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)c1Cl,MetXBioDB,[0 0 0 ... 0 0 0]
3-Hydroxymorphinan,Oc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)NCC3,3-OH-morphinan -glucuronide,O=C(O)[C@H]1O[C@@H](Oc2ccc3c(c2)[C@@]24CCCC[C@H]2[C@@H](C3)NCC4)[C@H](O)[C@@H](O)[C@@H]1O,MetXBioDB,[0 0 0 ... 0 0 0]
8-Hydroxynevirapine,Cc1ccnc2c1N=C(O)c1cc(O)cnc1N2C1CC1,8-Hydroxynevirapine O-glucuronide,Cc1ccnc2c1N=C(O)c1cc(OC3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)cnc1N2C1CC1,MetXBioDB,[0 0 0 ... 0 0 0]
12-Hydroxynevirapine,Cc1ccnc2c1N=C(O)c1cccnc1N2C1CC1O,12-Hydroxynevirapine O-glucuronide,Cc1ccnc2c1N=C(O)c1cccnc1N2C1CC1OC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O,MetXBioDB,[0 0 0 ... 0 0 0]
3-Hydroxynevirapine,Cc1c(O)cnc2c1N=C(O)c1cccnc1N2C1CC1,3-Hydroxynevirapine O-glucuronide,Cc1c(OC2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)cnc2c1N=C(O)c1cccnc1N2C1CC1,MetXBioDB,[0 0 0 ... 0 0 0]
2-Hydroxynevirapine,Cc1cc(O)nc2c1N=C(O)c1cccnc1N2C1CC1,2-Hydroxynevirapine glucuronide,Cc1cc(O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)nc2c1N=C(O)c1cccnc1N2C1CC1,MetXBioDB,[0 0 0 ... 0 0 0]
thymol,Cc1ccc(C(C)C)c(O)c1,thymol O-glucuronide,Cc1ccc(C(C)C)c(O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)c1,MetXBioDB,[0 1 0 ... 0 0 0]
Catechol,Oc1ccccc1O,,O=C(O)[C@@H]1O[C@H](Oc2ccccc2O)[C@@H](O)[C@H](O)[C@H]1O,MetXBioDB,[0 0 0 ... 0 0 0]
3-OH-7-ethoxycourmarin,CCOc1cc2oc(=O)ccc2cc1O,3-OH-7-ethoxycourmarin O-glucuronide,CCOc1cc2oc(=O)ccc2cc1O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O,MetXBioDB,[0 0 0 ... 0 0 0]
Aminoflavone,Cc1c(F)c(N)c2c(=O)cc(-c3ccc(N)c(F)c3)oc2c1F,Aminoflavone N-glucuronide (MX),Cc1c(F)c(N[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)c2c(=O)cc(-c3ccc(N)c(F)c3)oc2c1F,MetXBioDB,[0 0 0 ... 0 0 0]
Aminoflavone M-II,Cc1c(F)c(NO)c2c(=O)cc(-c3ccc(N)c(F)c3)oc2c1F,Aminoflavone M-II O-glucuronide,Cc1c(F)c(NO[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)c2c(=O)cc(-c3ccc(N)c(F)c3)oc2c1F,MetXBioDB,[0 0 0 ... 0 0 0]
Aminoflavone MIII,Cc1c(F)c(N)c2c(=O)cc(-c3ccc(NO)c(F)c3)oc2c1F,Aminoflavone MIII O-glucuronide,Cc1c(F)c(N)c2c(=O)cc(-c3ccc(NO[C@@H]4O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]4O)c(F)c3)oc2c1F,MetXBioDB,[0 0 0 ... 0 0 0]
8-OH-ondansetron,Cc1nccn1CC1CCc2c(c3cccc(O)c3n2C)C1=O,ondansetron 8-O-glucuronide,Cc1nccn1CC1CCc2c(c3cccc(O[C@@H]4O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]4O)c3n2C)C1=O,MetXBioDB,[0 0 0 ... 0 0 0]
7-OH-ondansetron,Cc1nccn1CC1CCc2c(c3ccc(O)cc3n2C)C1=O,ondansetron 7-O-glucuronide,Cc1nccn1CC1CCc2c(c3ccc(O[C@@H]4O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]4O)cc3n2C)C1=O,MetXBioDB,[0 0 0 ... 0 0 0]
6-OH-ondansetron,Cc1nccn1CC1CCc2c(c3cc(O)ccc3n2C)C1=O,ondansetron 6-O-glucuronide,Cc1nccn1CC1CCc2c(c3cc(O[C@@H]4O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]4O)ccc3n2C)C1=O,MetXBioDB,[0 0 0 ... 0 0 0]
linoleyl alcohol,CCCCC/C=C\C/C=C\CCCCCCCCO,linoleyl O-glucuronide,CCCCC/C=C\C/C=C\CCCCCCCCO[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O,MetXBioDB,[0 0 0 ... 0 0 0]
All-trans-retinoic acid,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1,All-trans-retinoyl glucuronide,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)C(C)(C)CCC1,MetXBioDB,[0 0 0 ... 0 0 0]
Bilirubin,C=CC1=C(C)/C(=C/c2[nH]c(Cc3[nH]c(/C=C4\N=C(O)C(C)=C4C=C)c(C)c3CCC(=O)O)c(CCC(=O)O)c2C)N=C1O,"6-[3-[2-[[3-(2-carboxyethyl)-5-[(Z)-(4-ethenyl-3-methyl-5-oxopyrrol-2-ylidene)methyl]-4-methyl-1H-pyrrol-2-yl]methyl]-5-[(Z)-(3-ethenyl-4-methyl-5-oxopyrrol-2-ylidene)methyl]-4-methyl-1H-pyrrol-3-yl]propanoyloxy]-3,4,5-trihydroxyoxane-2-carboxylic acid",C=CC1=C(C)/C(=C/c2[nH]c(Cc3[nH]c(/C=C4\N=C(O)C(C)=C4C=C)c(C)c3CCC(=O)O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)c(CCC(=O)O)c2C)N=C1O,MetXBioDB,[0 0 0 ... 0 0 0]
Bilirubin,C=CC1=C(C)/C(=C/c2[nH]c(Cc3[nH]c(/C=C4\N=C(O)C(C)=C4C=C)c(C)c3CCC(=O)O)c(CCC(=O)O)c2C)N=C1O,"(2S,3S,4S,5R,6S)Ã¢â‚¬Â6Ã¢â‚¬Â{[3Ã¢â‚¬Â(2Ã¢â‚¬Â{[3Ã¢â‚¬Â(2Ã¢â‚¬Âcarboxyethyl)Ã¢â‚¬Â5Ã¢â‚¬Â{[(2Z)Ã¢â‚¬Â4Ã¢â‚¬ÂethenylÃ¢â‚¬Â3Ã¢â‚¬ÂmethylÃ¢â‚¬Â5Ã¢â‚¬ÂoxoÃ¢â‚¬Â1HÃ¢â‚¬ÂpyrrolÃ¢â‚¬Â2Ã¢â‚¬Âylidene]methyl}Ã¢â‚¬Â4Ã¢â‚¬ÂmethylÃ¢â‚¬Â1HÃ¢â‚¬ÂpyrrolÃ¢â‚¬Â2Ã¢â‚¬Âyl]methyl}Ã¢â‚¬Â5Ã¢â‚¬Â{[(2Z)Ã¢â‚¬Â3Ã¢â‚¬ÂethenylÃ¢â‚¬Â4Ã¢â‚¬ÂmethylÃ¢â‚¬Â5Ã¢â‚¬ÂoxoÃ¢â‚¬Â1HÃ¢â‚¬ÂpyrrolÃ¢â‚¬Â2Ã¢â‚¬Âylidene]methyl}Ã¢â‚¬Â4Ã¢â‚¬ÂmethylÃ¢â‚¬Â1HÃ¢â‚¬ÂpyrrolÃ¢â‚¬Â3Ã¢â‚¬Âyl)propanoyl]oxy}Ã¢â‚¬Â3,4,5Ã¢â‚¬ÂtrihydroxyoxaneÃ¢â‚¬Â2Ã¢â‚¬Âcarboxylic acid",C=CC1=C(C)/C(=C/c2[nH]c(Cc3[nH]c(/C=C4\N=C(O)C(C)=C4C=C)c(C)c3CCC(=O)O)c(CCC(=O)O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)c2C)N=C1O,MetXBioDB,[0 0 0 ... 0 0 0]
Epitestosterone,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@H]2O,Epitestosterone O-glucuronide,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@H]2OC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O,MetXBioDB,[0 0 0 ... 0 0 0]
hyocholic acid,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)[C@H](O)[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,hyocholic acid 24-O-glucuronide,C[C@H](CCC(=O)O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)[C@H](O)[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,MetXBioDB,[0 1 0 ... 0 0 0]
